dataset,hidden_size,k_top,initialization,test_loss,dead_neurons,dead_neuron_pct,active_features,mean_activation_freq,mean_activation_strength
lfw,1024,60,SAE_AuxLoss,0.5541825354099273,919,89.74609375,105,0.058244802,0.06974480693184194
lfw,1024,60,Complete,0.5179549634456635,812,79.296875,212,0.05859375,0.07034717394777064
lfw,1024,70,SAE,0.23327317386865615,904,88.28125,120,0.068359375,0.06876593256990114
lfw,1024,70,SAE_Init,0.25015872716903687,809,79.00390625,215,0.068359375,0.070297328504019
lfw,1024,70,SAE_AuxLoss,0.5195081442594528,907,88.57421875,117,0.0674022,0.06589024571670044
lfw,1024,70,Complete,0.4928071767091751,735,71.77734375,289,0.068359375,0.06595622317601241
lfw,1024,80,SAE,0.21895505040884017,892,87.109375,132,0.078125,0.06756664900052728
lfw,1024,80,SAE_Init,0.23409152030944824,729,71.19140625,295,0.078125,0.06824620368622117
lfw,1024,80,SAE_AuxLoss,0.49766887426376344,867,84.66796875,156,0.076342314,0.05431793609825082
lfw,1024,80,Complete,0.46649723649024966,724,70.703125,300,0.078125,0.06658263941605885
lfw,1024,90,SAE,0.203864486515522,891,87.01171875,133,0.087890625,0.06934177327929135
lfw,1024,90,SAE_Init,0.22515524327754974,754,73.6328125,270,0.087890625,0.06730784292298335
lfw,1024,90,SAE_AuxLoss,0.4822730541229248,862,84.1796875,162,0.08566933,0.05392141710538532
lfw,1024,90,Complete,0.44162730872631073,726,70.8984375,298,0.087890625,0.06580645479136865
lfw,1024,100,SAE,0.1935284122824669,885,86.42578125,139,0.09765625,0.06924566507285876
lfw,1024,100,SAE_Init,0.21412944346666335,687,67.08984375,337,0.09765625,0.0659808999131978
lfw,1024,100,SAE_AuxLoss,0.4652055650949478,809,79.00390625,215,0.09424879,0.04325526893368332
lfw,1024,100,Complete,0.4246800869703293,708,69.140625,316,0.09765625,0.06514338916167617
lfw,1024,110,SAE,0.1881710797548294,878,85.7421875,146,0.107421875,0.06909522042954214
lfw,1024,110,SAE_Init,0.200235752761364,720,70.3125,304,0.107421875,0.06581558140092775
lfw,1024,110,SAE_AuxLoss,0.45487247705459594,781,76.26953125,242,0.10286054,0.03848053895303603
lfw,1024,110,Complete,0.39828741252422334,717,70.01953125,307,0.107421875,0.06428785550526377
lfw,1024,120,SAE,0.18917254358530045,871,85.05859375,153,0.1171875,0.06705855183741626
lfw,1024,120,SAE_Init,0.1917085364460945,724,70.703125,300,0.1171875,0.0648112339588503
lfw,1024,120,SAE_AuxLoss,0.4457495480775833,695,67.87109375,327,0.11079703,0.0260222065525944
lfw,1024,120,Complete,0.38130245804786683,728,71.09375,296,0.1171875,0.0630530848520229
lfw,2048,5,SAE,0.5197935909032821,2001,97.705078125,47,0.0024414062,0.20308655912571766
lfw,2048,5,SAE_Init,0.49735585749149325,1956,95.5078125,92,0.0024414062,0.21640566558293675
lfw,2048,5,SAE_AuxLoss,1.051305389404297,1963,95.849609375,85,0.0024414062,0.21627532681998085
lfw,2048,5,Complete,0.9932498514652253,1957,95.556640625,91,0.0024414062,0.21633740817452526
lfw,2048,10,SAE,0.6560575902462006,1949,95.166015625,99,0.0048828125,0.15257512567320256
lfw,2048,10,SAE_Init,0.4833214312791824,1886,92.08984375,162,0.0048828125,0.17254011144424664
lfw,2048,10,SAE_AuxLoss,0.9377596437931061,1951,95.263671875,97,0.0048828125,0.15065602190101268
lfw,2048,10,Complete,0.9043095290660859,1896,92.578125,152,0.0048828125,0.16980577676900124
lfw,2048,20,SAE,0.4102716356515884,1930,94.23828125,118,0.009765625,0.11068927013646748
lfw,2048,20,SAE_Init,0.39022846817970275,1894,92.48046875,154,0.009765625,0.10646485295388605
lfw,2048,20,SAE_AuxLoss,0.7905325710773468,1977,96.533203125,71,0.009765221,0.09440779056347592
lfw,2048,20,Complete,0.7706755876541138,1906,93.06640625,142,0.009765625,0.10025452481399119
lfw,2048,30,SAE,0.34513741433620454,1834,89.55078125,214,0.0146484375,0.08689459564738741
lfw,2048,30,SAE_Init,0.34784179031848905,1911,93.310546875,137,0.0146484375,0.08995439675058761
lfw,2048,30,SAE_AuxLoss,0.6852373957633973,1900,92.7734375,148,0.0146484375,0.08206821701212509
lfw,2048,30,Complete,0.6694388091564178,1901,92.822265625,147,0.0146484375,0.08507693574136617
lfw,2048,40,SAE,0.32267228662967684,1844,90.0390625,204,0.01953125,0.07976618969776467
lfw,2048,40,SAE_Init,0.3123695641756058,1820,88.8671875,228,0.01953125,0.0786823647488889
lfw,2048,40,SAE_AuxLoss,0.6254105687141418,1840,89.84375,208,0.01953125,0.07644661329686642
lfw,2048,40,Complete,0.6151896178722381,1863,90.966796875,185,0.01953125,0.0767803369543037
lfw,2048,50,SAE,0.28725747764110565,1791,87.451171875,257,0.024414062,0.0709691254371335
lfw,2048,50,SAE_Init,0.2903618097305298,1840,89.84375,208,0.024414062,0.07761345266436155
lfw,2048,50,SAE_AuxLoss,0.5890416622161865,1817,88.720703125,231,0.024414062,0.07633018214658742
lfw,2048,50,Complete,0.5692550122737885,1802,87.98828125,246,0.024414062,0.07436869279822199
lfw,2048,60,SAE,0.27102695405483246,1753,85.595703125,295,0.029296875,0.06797740677908315
lfw,2048,60,SAE_Init,0.2714222460985184,1787,87.255859375,261,0.029296875,0.07299128882729687
lfw,2048,60,SAE_AuxLoss,0.5552705883979797,1760,85.9375,288,0.029296875,0.07304481573454621
lfw,2048,60,Complete,0.537098640203476,1717,83.837890625,331,0.029296873,0.0700694759041521
lfw,2048,70,SAE,0.2596165418624878,1711,83.544921875,337,0.034179688,0.06731349799107728
lfw,2048,70,SAE_Init,0.2598971873521805,1771,86.474609375,277,0.034179688,0.06893101243120668
lfw,2048,70,SAE_AuxLoss,0.5261658281087875,1619,79.052734375,429,0.034179688,0.07323828542774374
lfw,2048,70,Complete,0.5109407097101212,1744,85.15625,304,0.034179688,0.06912314806035474
lfw,2048,80,SAE,0.24712292551994325,1696,82.8125,352,0.0390625,0.06568582438525152
lfw,2048,80,SAE_Init,0.24707067012786865,1691,82.568359375,357,0.0390625,0.06747095784595032
lfw,2048,80,SAE_AuxLoss,0.4979846656322479,1696,82.8125,352,0.0390625,0.0676261683058163
lfw,2048,80,Complete,0.4980130195617676,1661,81.103515625,387,0.0390625,0.06727760879067796
lfw,2048,90,SAE,0.23786094039678574,1614,78.80859375,434,0.043945312,0.06336026550334994
lfw,2048,90,SAE_Init,0.23677599132061006,1569,76.611328125,479,0.043945312,0.0656580838193973
lfw,2048,90,SAE_AuxLoss,0.4776665151119232,1772,86.5234375,276,0.043945312,0.06831821783081345
lfw,2048,90,Complete,0.46869624555110934,1521,74.267578125,527,0.043945312,0.06546056881349047
lfw,2048,100,SAE,0.2253239631652832,1493,72.900390625,555,0.048828125,0.061543134633485264
lfw,2048,100,SAE_Init,0.22905403673648833,1525,74.462890625,523,0.048828125,0.06328281679726695
lfw,2048,100,SAE_AuxLoss,0.4605183869600296,1769,86.376953125,279,0.048828125,0.06735417897075308
lfw,2048,100,Complete,0.45545158386230467,1541,75.244140625,507,0.048828125,0.06350764684026411
lfw,2048,110,SAE,0.21293871402740477,1437,70.166015625,611,0.053710938,0.06060511642935916
lfw,2048,110,SAE_Init,0.2221475660800934,1560,76.171875,488,0.053710938,0.06434579922619169
lfw,2048,110,SAE_AuxLoss,0.4377666383981705,1773,86.572265625,275,0.05370912,0.06582494221627712
lfw,2048,110,Complete,0.43220156729221343,1472,71.875,576,0.053710938,0.06317515793489292
lfw,2048,120,SAE,0.201164311170578,1496,73.046875,552,0.05859375,0.058040624885968325
lfw,2048,120,SAE_Init,0.21817217916250228,1496,73.046875,552,0.05859375,0.06249351052067958
lfw,2048,120,SAE_AuxLoss,0.4241932451725006,1749,85.400390625,299,0.058586072,0.06441515706865783
lfw,2048,120,Complete,0.4246705949306488,1439,70.263671875,609,0.05859375,0.06090153069564176
